loan_status,recoveries,total_pymnt,total_rec_int,total_rec_late_fee,total_rec_prncp,loan_amnt,term,int_rate,sub_grade,installment,issue_d,annual_inc,emp_length,emp_title,dti,verification_status,purpose,home_ownership,addr_state,zip_code,avg_cur_bal,delinq_2yrs,delinq_amnt,earliest_cr_line,inq_last_6mths,open_acc,open_il_12m,num_accts_ever_120_pd,num_actv_bc_tl,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_tl_90g_dpd_24m,percent_bc_gt_75,pub_rec,pub_rec_bankruptcies,revol_bal,revol_util,tax_liens,tot_cur_bal,tot_hi_cred_lim,total_acc,total_bal_ex_mort,total_bc_limit,revol_bal_joint,annual_inc_joint,dti_joint,verification_status_joint,dti_joint,loan_id
Charged Off,1656.0,9442.52,2418.65,16.46,5351.41,9325.0, 36 months, 16.29%,D1,329.18,Apr-2016,25000.0,,,10.59,Source Verified,debt_consolidation,RENT,CA,923xx,525.0,0.0,0.0,May-1997,1.0,11.0,0.0,0.0,4.0,5.0,2.0,11.0,22.0,0.0,0.0,0.0,0.0,5777.0,21.9%,0.0,5777.0,26400.0,24.0,5777.0,11900.0,,,,,,74353
Charged Off,0.0,5772.99,1859.24,0.0,3913.75,8975.0, 36 months, 17.27%,D2,321.2,Apr-2016,30000.0,,,11.92,Source Verified,debt_consolidation,RENT,SC,295xx,1147.0,0.0,0.0,Sep-1993,3.0,10.0,0.0,0.0,4.0,9.0,0.0,10.0,17.0,0.0,50.0,1.0,1.0,10320.0,64.5%,0.0,10320.0,16000.0,18.0,10320.0,12300.0,,,,,,74360
Charged Off,1339.86,7257.71,1982.7,0.0,3935.15,14000.0, 36 months, 16.29%,D1,494.21,Apr-2016,80000.0,10+ years,Owner,25.11,Not Verified,debt_consolidation,MORTGAGE,IL,606xx,13115.0,0.0,0.0,Dec-2005,1.0,19.0,1.0,0.0,6.0,6.0,10.0,14.0,14.0,0.0,83.3,0.0,0.0,17870.0,65%,0.0,249190.0,373045.0,28.0,55188.0,10900.0,,,,,,74471
Charged Off,419.49,1353.14,274.69,0.0,658.96,2500.0, 36 months, 13.67%,C3,85.05,Apr-2016,42800.0,< 1 year,Dental Assistant,45.32,Verified,debt_consolidation,MORTGAGE,MN,563xx,13165.0,0.0,0.0,Dec-2007,2.0,13.0,1.0,0.0,3.0,5.0,14.0,6.0,8.0,0.0,100.0,0.0,0.0,14114.0,63.3%,0.0,171147.0,199443.0,25.0,64528.0,12300.0,,68528.0,32.31,Not Verified,32.31,74475
Charged Off,1113.92,5248.04,1340.45,0.0,2793.67,20000.0, 36 months, 13.67%,C3,680.36,Apr-2016,119192.0,10+ years,Deputy Director,35.18,Verified,debt_consolidation,MORTGAGE,NM,875xx,27925.0,0.0,0.0,Apr-1978,1.0,13.0,2.0,0.0,3.0,5.0,11.0,7.0,10.0,0.0,100.0,0.0,0.0,21470.0,82%,0.0,363030.0,385223.0,25.0,104285.0,13000.0,,,,,,74476
Charged Off,1607.42,7527.84,1543.05,0.0,4377.37,20000.0, 36 months, 11.47%,B5,659.24,Apr-2016,48000.0,6 years,Truck Driver,25.63,Verified,debt_consolidation,OWN,FL,331xx,2016.0,0.0,0.0,Sep-2005,0.0,13.0,0.0,0.0,6.0,9.0,1.0,12.0,15.0,0.0,50.0,0.0,0.0,24465.0,49.9%,0.0,26210.0,59000.0,16.0,26210.0,32000.0,,,,,,74477
Charged Off,11303.48,11303.48,0.0,0.0,0.0,20475.0, 60 months, 24.99%,F3,600.85,Apr-2016,95000.0,,Utilities Inspector,11.22,Source Verified,debt_consolidation,OWN,MI,499xx,5602.0,0.0,0.0,Feb-1999,1.0,8.0,3.0,0.0,1.0,6.0,13.0,5.0,14.0,0.0,100.0,0.0,0.0,6259.0,69.5%,0.0,44813.0,50149.0,30.0,44813.0,3000.0,,,,,,74483
Charged Off,1210.15,19926.65,7360.37,0.0,11356.13,19500.0, 60 months, 15.31%,C5,467.09,Apr-2016,89000.0,4 years,Payroll Specialist,4.54,Source Verified,home_improvement,MORTGAGE,NJ,080xx,19928.0,1.0,0.0,Aug-1997,3.0,15.0,0.0,0.0,5.0,10.0,1.0,10.0,21.0,1.0,20.0,0.0,0.0,9443.0,42%,0.0,219211.0,234605.0,26.0,9443.0,9250.0,,,,,,74489
Charged Off,0.0,26155.41,10805.5,0.0,15349.91,23800.0, 60 months, 17.27%,D2,594.96,Apr-2016,48000.0,2 years,Director of Human Resources,24.55,Source Verified,debt_consolidation,MORTGAGE,NY,148xx,10205.0,1.0,0.0,Jan-1997,0.0,16.0,1.0,0.0,2.0,4.0,23.0,4.0,9.0,0.0,50.0,0.0,0.0,8000.0,64.5%,0.0,163272.0,182500.0,33.0,75833.0,10800.0,,68000.0,19.55,Not Verified,19.55,74490
Charged Off,1855.48,6157.08,2137.01,0.0,2164.59,20000.0, 60 months, 14.46%,C4,470.15,Apr-2016,112000.0,9 years,VP of Purchasing,8.95,Verified,debt_consolidation,MORTGAGE,MN,553xx,4304.0,1.0,0.0,Apr-2005,0.0,7.0,0.0,0.0,3.0,5.0,3.0,6.0,8.0,0.0,66.7,1.0,0.0,8297.0,53.2%,0.0,30127.0,44806.0,11.0,30127.0,10500.0,,,,,,74493
Fully Paid,0.0,18614.3,2614.3,0.0,16000.0,16000.0, 60 months,  6.49%,A2,312.99,Apr-2016,119000.0,10+ years,Supervisory Border Patrol Agent,7.71,Not Verified,debt_consolidation,MORTGAGE,AZ,856xx,21563.0,0.0,0.0,Aug-2006,0.0,7.0,0.0,0.0,2.0,2.0,3.0,4.0,4.0,0.0,100.0,0.0,0.0,9457.0,79.5%,0.0,150940.0,173247.0,12.0,18038.0,8100.0,,,,,,85743
Charged Off,2740.78,7166.55,2072.05,27.6,2326.12,23900.0, 60 months, 13.67%,C3,552.04,Apr-2016,170000.0,10+ years,Supervisors,13.79,Not Verified,home_improvement,OWN,LA,706xx,10443.0,0.0,0.0,Dec-1988,0.0,22.0,1.0,2.0,6.0,9.0,23.0,16.0,24.0,0.0,0.0,0.0,0.0,2862.0,16.3%,0.0,229754.0,281051.0,50.0,74088.0,7700.0,,,,,,74497
Charged Off,976.65,12143.9,4488.26,0.0,6678.99,13500.0, 60 months, 14.46%,C4,317.36,Apr-2016,73200.0,8 years,ET 4 ,14.85,Source Verified,debt_consolidation,MORTGAGE,MD,211xx,51809.0,1.0,0.0,Nov-2003,1.0,6.0,1.0,0.0,1.0,1.0,15.0,3.0,4.0,0.0,100.0,0.0,0.0,4663.0,88%,0.0,310855.0,330702.0,24.0,33218.0,3300.0,,,,,,74502
Charged Off,684.77,8478.68,2434.42,0.0,5359.49,6550.0, 36 months, 22.45%,E5,251.68,Apr-2016,52000.0,6 years,Client service lead,7.48,Source Verified,debt_consolidation,RENT,NY,117xx,450.0,0.0,0.0,Sep-1994,3.0,23.0,0.0,0.0,5.0,10.0,0.0,23.0,32.0,0.0,66.7,1.0,1.0,8993.0,35.4%,0.0,8993.0,25400.0,32.0,8993.0,8100.0,,,,,,74512
Charged Off,1772.93,20172.09,7097.33,90.12,11211.71,24000.0, 36 months, 20.75%,E2,901.13,Apr-2016,100000.0,10+ years,Owner/President,12.43,Not Verified,debt_consolidation,RENT,IL,615xx,7487.0,0.0,0.0,Nov-1998,5.0,6.0,2.0,0.0,2.0,5.0,6.0,4.0,8.0,0.0,25.0,0.0,0.0,6073.0,39.2%,0.0,44922.0,68806.0,16.0,44922.0,15500.0,,,,,,74465
Charged Off,596.88,7099.68,3800.15,0.0,2702.65,12000.0, 60 months, 21.18%,E3,325.86,Apr-2016,43000.0,9 years,SR. material handler,26.77,Source Verified,debt_consolidation,RENT,OH,450xx,4782.0,0.0,0.0,Nov-2000,0.0,8.0,1.0,0.0,3.0,6.0,9.0,4.0,9.0,0.0,66.7,1.0,1.0,16573.0,47.2%,0.0,38257.0,72753.0,18.0,38257.0,29600.0,,,,,,74514
Charged Off,1313.21,20723.69,6890.29,0.0,12520.19,31575.0, 60 months, 11.47%,B5,693.95,Apr-2016,156000.0,10+ years,FOD,12.29,Not Verified,debt_consolidation,RENT,TX,773xx,1328.0,0.0,0.0,Nov-1994,0.0,35.0,0.0,0.0,7.0,24.0,9.0,32.0,41.0,0.0,0.0,0.0,0.0,21550.0,9.1%,0.0,46467.0,306676.0,51.0,46467.0,162200.0,,,,,,74519
Charged Off,4406.24,11633.2,4257.36,0.0,2969.6,11925.0, 60 months, 21.97%,E4,329.16,Apr-2016,33868.0,10+ years,Health Information Management Tech,16.09,Verified,debt_consolidation,RENT,CA,906xx,2423.0,0.0,0.0,Sep-2003,1.0,5.0,1.0,0.0,1.0,4.0,6.0,4.0,7.0,0.0,100.0,0.0,0.0,6059.0,78.2%,0.0,12115.0,15147.0,13.0,12115.0,2900.0,,,,,,74520
Charged Off,0.0,1673.88,490.69,0.0,1183.19,12000.0, 60 months,  7.39%,A4,239.83,Apr-2016,48000.0,,,18.33,Source Verified,debt_consolidation,OWN,PA,183xx,2390.0,1.0,0.0,Jan-1979,2.0,19.0,0.0,0.0,6.0,11.0,1.0,18.0,26.0,0.0,0.0,0.0,0.0,28193.0,52.1%,0.0,40626.0,77871.0,27.0,40626.0,21900.0,,,,,,74521
Charged Off,1690.77,14801.07,7690.73,0.0,5419.57,28800.0, 60 months, 20.75%,E2,775.1,Apr-2016,92000.0,3 years,sales,18.89,Not Verified,debt_consolidation,MORTGAGE,OH,431xx,23175.0,1.0,0.0,Feb-1996,0.0,13.0,2.0,1.0,5.0,8.0,9.0,8.0,11.0,1.0,66.7,0.0,0.0,12339.0,48.2%,0.0,301280.0,317895.0,24.0,69048.0,23900.0,,,,,,74522
Charged Off,0.0,14633.32,7645.21,15.0,6973.11,13500.0, 60 months, 22.45%,E5,376.32,Apr-2016,37500.0,4 years,Medical Production Supervisor,7.1,Verified,debt_consolidation,RENT,MN,553xx,1179.0,0.0,0.0,May-1999,0.0,7.0,0.0,0.0,3.0,8.0,1.0,7.0,17.0,0.0,50.0,0.0,0.0,8254.0,54.7%,0.0,8254.0,15100.0,18.0,8254.0,9700.0,,,,,,74524
Charged Off,1219.4,11971.11,6395.88,0.0,4355.83,23350.0, 60 months, 21.18%,E3,634.07,Apr-2016,80000.0,10+ years,technition,23.81,Not Verified,debt_consolidation,MORTGAGE,TX,765xx,8148.0,0.0,0.0,Jun-2001,0.0,13.0,2.0,0.0,3.0,10.0,5.0,7.0,13.0,0.0,40.0,0.0,0.0,16832.0,71.3%,0.0,105919.0,133720.0,19.0,45162.0,13600.0,,,,,,74531
Charged Off,7543.25,12542.49,3312.2,0.0,1687.04,35000.0, 60 months, 21.97%,E4,966.07,Apr-2016,80000.0,10+ years,Staffing Technician,30.32,Source Verified,credit_card,MORTGAGE,MI,480xx,12061.0,0.0,0.0,Oct-1995,0.0,12.0,2.0,0.0,2.0,4.0,11.0,7.0,9.0,0.0,100.0,0.0,0.0,26596.0,74.1%,0.0,144735.0,181632.0,25.0,41233.0,13500.0,,,,,,74537
Charged Off,0.0,186.25,59.54,0.0,126.71,5600.0, 36 months, 13.67%,C3,190.5,Apr-2016,26960.0,1 year,Security Officer,22.08,Source Verified,debt_consolidation,RENT,IL,604xx,9423.0,0.0,0.0,Dec-2005,3.0,5.0,0.0,0.0,2.0,4.0,3.0,3.0,7.0,0.0,100.0,0.0,0.0,10253.0,89.2%,0.0,47114.0,50218.0,10.0,47114.0,10500.0,,,,,,74538
Charged Off,0.0,11489.25,6048.62,0.0,5440.63,15000.0, 60 months, 19.99%,E1,397.33,Apr-2016,43000.0,5 years,Invoicing,9.01,Not Verified,other,MORTGAGE,NC,274xx,1144.0,0.0,0.0,Aug-2006,0.0,10.0,0.0,0.0,8.0,8.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,11444.0,26%,0.0,11444.0,44100.0,11.0,11444.0,38500.0,,,,,,74539
Charged Off,0.0,2564.16,1898.4,0.0,665.76,16350.0, 60 months, 28.14%,G2,510.46,Apr-2016,55000.0,10+ years,Manager,39.43,Not Verified,debt_consolidation,RENT,NJ,071xx,6623.0,0.0,0.0,Oct-1999,0.0,10.0,1.0,0.0,6.0,9.0,4.0,8.0,10.0,0.0,71.4,0.0,0.0,30980.0,86.5%,0.0,66230.0,80800.0,14.0,66230.0,31400.0,,,,,,74541
Charged Off,1753.87,27076.86,14704.9,0.0,10618.09,35000.0, 60 months, 22.45%,E5,975.64,Apr-2016,110000.0,2 years,Psychologist,21.62,Source Verified,debt_consolidation,RENT,PA,168xx,8352.0,0.0,0.0,Apr-1993,0.0,18.0,0.0,0.0,5.0,12.0,5.0,15.0,34.0,0.0,83.3,0.0,0.0,36753.0,70.1%,0.0,125274.0,188733.0,40.0,125274.0,40900.0,,,,,,74543
Fully Paid,0.0,18508.2302021012,2508.23,0.0,16000.0,16000.0, 36 months,  9.75%,B3,514.4,Apr-2016,61800.0,10+ years,Director of Client Relations,20.33,Verified,debt_consolidation,RENT,NY,117xx,4592.0,0.0,0.0,Jul-2001,0.0,10.0,0.0,0.0,4.0,11.0,4.0,8.0,19.0,0.0,100.0,0.0,0.0,24941.0,69.9%,0.0,41327.0,67393.0,23.0,41327.0,28500.0,,,,,,82723
Charged Off,4341.18,22879.12,12961.76,0.0,5576.18,35000.0, 60 months, 28.34%,G3,1096.95,Apr-2016,110000.0,10+ years,Project Manager,14.82,Source Verified,debt_consolidation,MORTGAGE,OH,444xx,22385.0,0.0,0.0,Aug-2001,2.0,8.0,1.0,1.0,3.0,7.0,8.0,4.0,10.0,0.0,0.0,2.0,2.0,2671.0,17.3%,0.0,179082.0,205581.0,19.0,58588.0,12700.0,,,,,,74518
Charged Off,485.08,1842.0,414.95,0.0,941.97,5000.0, 36 months, 13.67%,C3,170.09,Apr-2016,64000.0,10+ years,Insurance Specialist,17.76,Not Verified,other,OWN,AL,364xx,6106.0,0.0,0.0,Feb-1985,0.0,16.0,2.0,1.0,3.0,7.0,8.0,9.0,15.0,0.0,25.0,0.0,0.0,13902.0,59.9%,0.0,97702.0,102744.0,24.0,97702.0,8700.0,,,,,,74452
Charged Off,1241.01,7916.45,1220.05,70.92,5384.47,15000.0, 36 months,  8.39%,B1,472.75,Apr-2016,55000.0,4 years,Managing Attorney,21.89,Not Verified,credit_card,RENT,NY,138xx,4145.0,1.0,0.0,Sep-2000,0.0,13.0,1.0,0.0,4.0,30.0,6.0,10.0,37.0,0.0,33.3,0.0,0.0,19046.0,41.1%,0.0,49740.0,92147.0,44.0,49740.0,41500.0,,,,,,74447
Charged Off,0.0,12853.21,1601.71,0.0,11251.5,12000.0, 36 months,  8.39%,B1,378.2,Apr-2016,52000.0,10+ years,sales,30.44,Source Verified,credit_card,RENT,ND,585xx,4806.0,0.0,0.0,Jan-1994,0.0,9.0,0.0,0.0,5.0,8.0,11.0,8.0,13.0,0.0,100.0,0.0,0.0,30414.0,63.8%,0.0,43253.0,67797.0,24.0,43253.0,29600.0,,,,,,74445
Charged Off,542.22,4102.22,1071.44,0.0,2488.56,6400.0, 36 months, 15.31%,C5,222.84,Apr-2016,41600.0,< 1 year,LPN,29.0,Source Verified,credit_card,RENT,FL,330xx,5640.0,0.0,0.0,Jun-2005,3.0,9.0,0.0,2.0,4.0,4.0,21.0,5.0,5.0,0.0,50.0,1.0,1.0,3037.0,74.1%,0.0,50761.0,57866.0,26.0,50761.0,3500.0,,,,,,74363
Fully Paid,0.0,45117.5944985841,10117.59,0.0,35000.0,35000.0, 36 months, 17.27%,D2,1252.56,Apr-2016,105000.0,2 years,Director of Nursing,7.66,Source Verified,debt_consolidation,MORTGAGE,MO,631xx,6700.0,0.0,0.0,Sep-1999,0.0,8.0,0.0,0.0,5.0,5.0,2.0,7.0,7.0,0.0,100.0,0.0,0.0,35020.0,81.6%,0.0,53600.0,83900.0,10.0,35020.0,37200.0,,,,,,84980
Charged Off,5218.0,17377.83,3128.03,0.0,9031.8,20000.0, 36 months, 12.99%,C2,673.79,Apr-2016,90000.0,10+ years,Mgr,29.36,Source Verified,debt_consolidation,MORTGAGE,OH,442xx,27386.0,0.0,0.0,Dec-2001,1.0,10.0,2.0,0.0,3.0,5.0,13.0,6.0,11.0,0.0,66.7,1.0,1.0,20563.0,67%,0.0,273858.0,306337.0,27.0,70222.0,17500.0,,,,,,74364
Charged Off,0.0,18480.45,5006.76,49.81,13423.88,30000.0, 36 months, 11.99%,C1,996.29,Apr-2016,100000.0,7 years,Operator,19.92,Verified,debt_consolidation,MORTGAGE,TX,790xx,5024.0,1.0,0.0,Jan-1996,0.0,11.0,5.0,0.0,4.0,5.0,42.0,6.0,7.0,0.0,100.0,0.0,0.0,7766.0,74%,0.0,55261.0,85414.0,49.0,55261.0,7000.0,,,,,,74366
Charged Off,3514.84,10556.68,4272.9,0.0,2768.94,30150.0, 60 months, 21.18%,E3,818.72,Apr-2016,67000.0,1 year,Field Service Engineer,24.74,Verified,debt_consolidation,MORTGAGE,FL,335xx,59463.0,0.0,0.0,Jun-1999,0.0,6.0,1.0,0.0,3.0,14.0,14.0,4.0,25.0,0.0,66.7,0.0,0.0,32727.0,76%,0.0,356780.0,387607.0,42.0,121922.0,37000.0,,,,,,74367
Fully Paid,0.0,39178.0836316178,4178.08,0.0,35000.0,35000.0, 36 months,  8.39%,B1,1103.09,Apr-2016,105000.0,10+ years,Operations Officer,20.06,Source Verified,debt_consolidation,MORTGAGE,TX,799xx,7987.0,0.0,0.0,Jul-1998,0.0,13.0,0.0,0.0,5.0,15.0,12.0,9.0,20.0,0.0,33.3,0.0,0.0,46615.0,66.5%,0.0,79867.0,121846.0,33.0,79867.0,63500.0,,,,,,64755
Charged Off,713.34,3649.72,958.07,0.0,1978.31,8475.0, 36 months, 15.31%,C5,295.08,Apr-2016,110000.0,4 years,Owner ,9.99,Not Verified,debt_consolidation,OWN,TX,750xx,41423.0,0.0,0.0,Dec-1994,2.0,7.0,0.0,0.0,2.0,3.0,4.0,4.0,9.0,0.0,50.0,1.0,1.0,4401.0,67.7%,0.0,289960.0,308556.0,16.0,26967.0,2400.0,,,,,,74371
Charged Off,0.0,3511.33,1122.31,0.0,2389.02,25950.0, 36 months, 13.67%,C3,882.76,Apr-2016,59000.0,,,9.99,Verified,debt_consolidation,RENT,NJ,077xx,1284.0,0.0,0.0,Aug-2001,1.0,11.0,0.0,1.0,2.0,9.0,12.0,10.0,20.0,0.0,33.3,1.0,0.0,5947.0,25.6%,0.0,12842.0,39700.0,32.0,12842.0,20200.0,,,,,,74373
Charged Off,5941.13,14692.06,2211.94,0.0,6538.99,33475.0, 36 months, 10.75%,B4,1091.97,Apr-2016,98000.0,8 years,Customs officer,13.65,Source Verified,credit_card,RENT,VA,223xx,50560.0,1.0,0.0,Dec-1989,0.0,13.0,0.0,0.0,3.0,8.0,7.0,8.0,15.0,0.0,75.0,0.0,0.0,15798.0,43.6%,0.0,606725.0,663656.0,28.0,31834.0,28900.0,,,,,,74379
Charged Off,686.17,686.17,0.0,0.0,0.0,11400.0, 36 months, 17.27%,D2,407.98,Apr-2016,35360.0,< 1 year,Technician,5.33,Source Verified,debt_consolidation,RENT,CA,951xx,4419.0,0.0,0.0,Sep-2011,1.0,2.0,0.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,100.0,0.0,0.0,8838.0,101.6%,0.0,8838.0,8700.0,3.0,8838.0,8700.0,,,,,,74381
Charged Off,0.0,794.36,178.97,0.0,615.39,5000.0, 36 months,  9.16%,B2,159.38,Apr-2016,35000.0,,,3.81,Source Verified,debt_consolidation,RENT,FL,323xx,434.0,0.0,0.0,Dec-1994,2.0,6.0,1.0,1.0,2.0,3.0,5.0,6.0,7.0,0.0,0.0,1.0,1.0,2606.0,27.1%,0.0,2606.0,9600.0,14.0,2606.0,5600.0,,,,,,74382
Charged Off,562.63,8187.37,4088.22,15.74,3520.78,12000.0, 60 months, 19.53%,D5,314.8,Apr-2016,40000.0,< 1 year,secretary,21.99,Source Verified,debt_consolidation,MORTGAGE,AR,720xx,6371.0,1.0,0.0,May-2012,1.0,18.0,3.0,0.0,4.0,5.0,8.0,10.0,14.0,0.0,0.0,0.0,0.0,6031.0,39.9%,0.0,108314.0,126650.0,23.0,48132.0,7000.0,,,,,,74384
Charged Off,2548.53,14920.32,6738.74,0.0,5633.05,23900.0, 60 months, 18.99%,D4,619.85,Apr-2016,57200.0,10+ years,Credit Analyst,20.44,Source Verified,debt_consolidation,RENT,CA,913xx,3600.0,0.0,0.0,Oct-1998,1.0,8.0,1.0,0.0,5.0,5.0,2.0,7.0,8.0,0.0,20.0,0.0,0.0,13625.0,46.2%,0.0,28798.0,44500.0,10.0,28798.0,26800.0,,,,,,74387
Charged Off,1866.1,5195.04,720.63,0.0,2608.31,20975.0, 36 months,  8.39%,B1,661.07,Apr-2016,66000.0,10+ years,engineer,23.95,Not Verified,house,MORTGAGE,NH,038xx,17439.0,0.0,0.0,May-1995,0.0,12.0,0.0,0.0,4.0,14.0,8.0,9.0,18.0,0.0,50.0,0.0,0.0,14927.0,43.1%,0.0,209262.0,255612.0,29.0,38667.0,30100.0,,,,,,74388
Charged Off,1472.0,35108.76,12664.56,0.0,20972.2,24000.0, 60 months, 19.53%,D5,629.6,Apr-2016,110000.0,3 years,Professor,27.7,Not Verified,other,MORTGAGE,GA,310xx,32919.0,0.0,0.0,Aug-2003,1.0,15.0,1.0,0.0,2.0,3.0,45.0,4.0,12.0,0.0,100.0,0.0,0.0,14193.0,78.4%,0.0,493786.0,540822.0,58.0,320104.0,14500.0,,,,,,74399
Charged Off,8540.0,15124.48,1834.59,0.0,4749.89,25000.0, 36 months, 12.99%,C2,842.23,Apr-2016,80000.0,,,19.8,Verified,debt_consolidation,MORTGAGE,CA,935xx,19272.0,0.0,0.0,Mar-1998,0.0,6.0,0.0,0.0,3.0,8.0,4.0,4.0,10.0,0.0,100.0,4.0,0.0,47902.0,91.4%,4.0,96359.0,103500.0,19.0,47902.0,49500.0,,,,,,74401
Charged Off,2604.73,25551.01,11285.48,0.0,11660.8,30000.0, 60 months, 18.25%,D3,765.89,Apr-2016,70000.0,3 years,Operations manager,10.27,Source Verified,major_purchase,RENT,SC,296xx,10346.0,0.0,0.0,Sep-1978,0.0,14.0,0.0,1.0,3.0,4.0,20.0,5.0,6.0,0.0,0.0,0.0,0.0,3686.0,9.3%,0.0,144848.0,124872.0,26.0,144848.0,32700.0,,,,,,74402
Charged Off,0.0,2606.3,429.02,0.0,2177.28,6000.0, 36 months,  7.39%,A4,186.34,Apr-2016,34000.0,,,4.62,Verified,debt_consolidation,RENT,FL,336xx,1157.0,0.0,0.0,Oct-1997,0.0,5.0,0.0,0.0,3.0,5.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,4626.0,26.4%,0.0,4626.0,17500.0,10.0,4626.0,17500.0,,,,,,74403
Charged Off,0.0,20874.7,4136.64,0.0,16738.06,20000.0, 36 months, 12.99%,C2,673.79,Apr-2016,78000.0,6 years,Operations Manager,14.05,Verified,debt_consolidation,RENT,FL,320xx,2033.0,0.0,0.0,Aug-2007,0.0,11.0,0.0,0.0,6.0,6.0,7.0,8.0,9.0,0.0,100.0,0.0,0.0,15011.0,96.2%,0.0,22358.0,30179.0,18.0,22358.0,13100.0,,,,,,74406
Charged Off,610.26,1287.96,290.86,0.0,386.84,1775.0, 36 months, 21.18%,E3,67.04,Apr-2016,48000.0,< 1 year,EPA Senior QC Technician,28.6,Verified,debt_consolidation,RENT,MS,391xx,4269.0,0.0,0.0,Nov-2012,0.0,7.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,,0.0,0.0,499.0,8.9%,0.0,29883.0,45797.0,8.0,29883.0,0.0,,,,,,74417
Charged Off,0.0,10646.32,4713.8,0.0,5932.52,35000.0, 36 months, 21.97%,E4,1336.13,Apr-2016,145000.0,3 years,Owner,33.35,Not Verified,debt_consolidation,RENT,CA,900xx,3947.0,0.0,0.0,May-1990,3.0,28.0,2.0,0.0,13.0,14.0,11.0,20.0,23.0,0.0,46.2,0.0,0.0,65649.0,82%,0.0,110526.0,172050.0,36.0,110526.0,61225.0,,,,,,74419
Charged Off,3632.16,11380.11,3683.78,0.0,4064.17,20000.0, 60 months, 15.31%,C5,479.06,Apr-2016,70000.0,2 years,Executive admin assistant ,17.72,Source Verified,debt_consolidation,MORTGAGE,VA,234xx,5336.0,0.0,0.0,Jul-2005,1.0,17.0,0.0,1.0,3.0,9.0,14.0,4.0,10.0,0.0,66.7,1.0,0.0,19664.0,65.8%,0.0,90717.0,109676.0,24.0,90717.0,26200.0,,,,,,74433
Charged Off,1265.07,7700.96,1754.43,0.0,4681.46,7300.0, 36 months, 16.29%,D1,257.7,Apr-2016,29000.0,3 years,Warehouse Associate,42.8,Source Verified,debt_consolidation,RENT,CA,919xx,4457.0,0.0,0.0,Jun-2009,0.0,11.0,0.0,1.0,3.0,4.0,9.0,6.0,8.0,0.0,100.0,0.0,0.0,8155.0,88.6%,0.0,49031.0,54972.0,17.0,49031.0,6800.0,,,,,,74437
Fully Paid,0.0,9861.0429101089,1461.04,0.0,8400.0,8400.0, 36 months, 10.75%,B4,274.02,Apr-2016,30000.0,1 year,Woker/laborer,14.6,Source Verified,debt_consolidation,RENT,MD,211xx,1167.0,0.0,0.0,Apr-2000,0.0,9.0,0.0,3.0,4.0,7.0,6.0,8.0,12.0,0.0,75.0,0.0,0.0,5823.0,36.9%,0.0,10501.0,20950.0,19.0,10501.0,4700.0,,,,,,88849
Charged Off,2488.87,30351.1,10159.33,0.0,17702.9,35000.0, 36 months, 21.18%,E3,1321.87,Apr-2016,58000.0,5 years,Teacher,18.52,Source Verified,debt_consolidation,MORTGAGE,TN,380xx,7840.0,2.0,0.0,Oct-2002,1.0,22.0,1.0,0.0,1.0,1.0,41.0,4.0,4.0,0.0,100.0,0.0,0.0,18626.0,73.3%,0.0,172472.0,187347.0,45.0,172472.0,2000.0,,160000.0,9.75,Not Verified,9.75,74440
Charged Off,723.22,1241.25,167.6,0.0,350.43,7700.0, 36 months, 13.67%,C3,261.94,Apr-2016,24100.0,10+ years,server,25.23,Source Verified,debt_consolidation,MORTGAGE,AL,365xx,6749.0,0.0,0.0,Aug-2005,0.0,12.0,0.0,0.0,4.0,5.0,4.0,10.0,10.0,0.0,0.0,0.0,0.0,9656.0,44.3%,0.0,74239.0,104768.0,15.0,21249.0,16800.0,,,,,,74442
Charged Off,350.41,714.49,163.91,0.0,200.17,9950.0, 36 months, 21.18%,E3,375.79,Apr-2016,38500.0,3 years,Management ,25.59,Not Verified,debt_consolidation,MORTGAGE,NY,128xx,2518.0,0.0,0.0,Oct-2001,0.0,9.0,1.0,0.0,2.0,4.0,2.0,7.0,16.0,0.0,100.0,1.0,1.0,4746.0,44.4%,0.0,20144.0,28941.0,18.0,20144.0,3500.0,,,,,,74443
Fully Paid,0.0,3927.7672516188,702.77,0.0,3225.0,3225.0, 36 months, 17.27%,D2,115.42,Apr-2016,55000.0,6 years,registered nurse,15.82,Source Verified,debt_consolidation,MORTGAGE,MD,212xx,7916.0,0.0,0.0,Nov-2011,1.0,10.0,0.0,1.0,1.0,1.0,4.0,8.0,9.0,0.0,0.0,2.0,1.0,4388.0,33.2%,0.0,79163.0,96521.0,13.0,79163.0,600.0,,,,,,60088
Charged Off,478.39,2409.01,515.67,0.0,1414.95,5825.0, 36 months, 11.99%,C1,193.45,Apr-2016,52000.0,2 years,Production Clerk,14.31,Source Verified,debt_consolidation,MORTGAGE,NJ,083xx,11451.0,0.0,0.0,Mar-2003,0.0,11.0,0.0,1.0,3.0,4.0,2.0,9.0,10.0,0.0,0.0,0.0,0.0,8747.0,45.6%,0.0,125965.0,196534.0,16.0,17033.0,8300.0,,,,,,74021
